#index	label	wavelength	comment
177656	Si 9      36.7700A		# level 2 line
177661	Si 9      45.6500A		# level 2 line
177666	Si 9      43.2601A		# level 2 line
177671	Si 9      37.8201A		# level 2 line
177676	Si 9      36.5099A		# level 2 line
177681	Si 9      40.8200A		# level 2 line
177686	Si 9      36.7400A		# level 2 line
177691	Si 9      41.8200A		# level 2 line
177696	Si 9      41.1401A		# level 2 line
177701	Si 9      38.2500A		# level 2 line
177706	Si 9      37.2000A		# level 2 line
177711	Si 9      36.8000A		# level 2 line
177716	Si 9      38.5201A		# level 2 line
177721	Si 9      49.6300A		# level 2 line
177726	Si 9      36.6600A		# level 2 line
177731	Si 9      36.5099A		# level 2 line
177736	Si 9      36.7500A		# level 2 line
177741	Si 9      40.9599A		# level 2 line
177746	Si 9      35.3701A		# level 2 line
177751	Si 9      39.1100A		# level 2 line
177756	Si 9      39.1001A		# level 2 line
177761	Si 9      45.9500A		# level 2 line
177766	Si 9      35.8500A		# level 2 line
177771	Si 9      41.6601A		# level 2 line
177776	Si 9      35.2700A		# level 2 line
177781	Si 9      35.2000A		# level 2 line
177786	Si 9      34.8900A		# level 2 line
177791	Si 9      36.5600A		# level 2 line
177796	Si 9      41.2199A		# level 2 line
177801	Si 9      38.3600A		# level 2 line
177806	Si 9      37.3100A		# level 2 line
177811	Si 9      39.1599A		# level 2 line
177816	Si 9      37.9700A		# level 2 line
177821	Si 9      34.6200A		# level 2 line
177826	Si 9      45.2501A		# level 2 line
177831	Si 9      38.3101A		# level 2 line
177836	Si 9      36.8700A		# level 2 line
177841	Si 9      36.6300A		# level 2 line
177846	Si 9      39.9399A		# level 2 line
177851	Si 9      38.6799A		# level 2 line
177856	Si 9      37.1000A		# level 2 line
177861	Si 9      36.6000A		# level 2 line
177866	Si 9      39.8600A		# level 2 line
177871	Si 9      38.1000A		# level 2 line
177876	Si 9      43.8201A		# level 2 line
177881	Si 9      37.6500A		# level 2 line
177886	Si10      50.7599A		# level 2 line
177891	Si10      47.7500A		# level 2 line
177896	Si10      260.630A		# level 2 line
177901	Si10      48.7199A		# level 2 line
177906	Si10      39.6000A		# level 2 line
177911	Si10      359.610A		# level 2 line
177916	Si10      37.3400A		# level 2 line
177921	Si10      35.9800A		# level 2 line
177926	Si10      47.1800A		# level 2 line
177931	Si10      44.9600A		# level 2 line
177936	Si10      37.5199A		# level 2 line
177941	Si10      277.780A		# level 2 line
177946	Si10      34.0400A		# level 2 line
177951	Si10      55.0800A		# level 2 line
177956	Si10      34.2900A		# level 2 line
177961	Si10      44.9701A		# level 2 line
177966	Si10      32.4600A		# level 2 line
177971	Si10      33.3400A		# level 2 line
177976	Si10      34.0300A		# level 2 line
177981	Si10      35.4100A		# level 2 line
177986	Si10      35.3799A		# level 2 line
177991	Si10      37.2100A		# level 2 line
177996	Si10      32.7600A		# level 2 line
178001	Si10      44.6100A		# level 2 line
178006	Si10      40.4400A		# level 2 line
178011	Si10      40.7500A		# level 2 line
178016	Si10      32.3700A		# level 2 line
178021	Si10      32.5000A		# level 2 line
178026	Si10      43.2799A		# level 2 line
178031	Si10      32.3200A		# level 2 line
178036	Si10      31.6200A		# level 2 line
178041	Si10      33.9600A		# level 2 line
178046	Si10      40.1500A		# level 2 line
178051	Si10      32.1000A		# level 2 line
178056	Si10      40.5300A		# level 2 line
178061	Si10      35.3299A		# level 2 line
178066	Si10      34.3400A		# level 2 line
178071	Si10      36.3800A		# level 2 line
178076	Si10      30.9100A		# level 2 line
178081	Si10      41.5500A		# level 2 line
178086	Si10      32.4200A		# level 2 line
178091	Si10      30.7200A		# level 2 line
178096	Si10      32.3400A		# level 2 line
178101	Si10      31.0900A		# level 2 line
178106	Si10      42.9199A		# level 2 line
178111	Si10      33.1100A		# level 2 line
178116	Si10      33.5300A		# level 2 line
178121	Si10      30.4700A		# level 2 line
178126	Si10      31.0600A		# level 2 line
178131	Si10      33.8000A		# level 2 line
178136	Si10      32.3500A		# level 2 line
178141	Si10      39.9699A		# level 2 line
178146	Si10      33.1800A		# level 2 line
178151	Si10      32.5600A		# level 2 line
178156	Si10      38.7901A		# level 2 line
178161	Si10      32.2700A		# level 2 line
178166	Si10      33.4600A		# level 2 line
178171	Si10      33.1000A		# level 2 line
178176	Si10      34.4700A		# level 2 line
178181	Si10      32.8400A		# level 2 line
178186	Si10      30.6000A		# level 2 line
178191	Si10      40.9700A		# level 2 line
178196	Si10      33.7500A		# level 2 line
178201	Si10      32.4300A		# level 2 line
178206	Si10      34.8600A		# level 2 line
178211	Si10      33.8300A		# level 2 line
178216	Si10      36.8501A		# level 2 line
178221	Si10      32.1300A		# level 2 line
178226	Si10      31.3200A		# level 2 line
178231	Si10      32.1400A		# level 2 line
178236	Si11      43.9501A		# level 2 line
178241	Si11      303.882A		# level 2 line
178246	Si11      33.6400A		# level 2 line
178251	Si11      30.4300A		# level 2 line
178256	Si11      38.8799A		# level 2 line
178261	Si11      28.9800A		# level 2 line
178266	Si11      40.9000A		# level 2 line
178271	Si11      28.1400A		# level 2 line
178276	Si11      31.2600A		# level 2 line
178281	Si11      27.6400A		# level 2 line
178286	Si11      27.3000A		# level 2 line
178291	Si11      27.0700A		# level 2 line
178296	Si11      28.6300A		# level 2 line
178301	Si11      27.3700A		# level 2 line
178306	Si11      28.8400A		# level 2 line
178311	Si11      31.8000A		# level 2 line
178316	Si11      27.4900A		# level 2 line
178321	Si12      31.1300A		# level 2 line
178326	Si12      28.0000A		# level 2 line
178331	Si12      26.5500A		# level 2 line
178336	Si12      25.7500A		# level 2 line
178341	Si12      25.2500A		# level 2 line
178346	Si12      24.9300A		# level 2 line
178351	Si12      24.7000A		# level 2 line
178356	S  1      1356.05A		# level 2 line
178361	S  1      1226.99A		# level 2 line
178366	S  1      1662.17A		# level 2 line
178371	S  1      1392.25A		# level 2 line
178376	S  1      1015.15A		# level 2 line
178381	S  1      1264.99A		# level 2 line
178386	S  1      1112.56A		# level 2 line
178391	S  1      1024.64A		# level 2 line
178396	S  1      1012.57A		# level 2 line
178401	S  1      1055.44A		# level 2 line
178406	S  1      1335.92A		# level 2 line
178411	S  1      1250.42A		# level 2 line
178416	S  1      1223.57A		# level 2 line
178421	S  1      1006.84A		# level 2 line
178426	S  1      1001.78A		# level 2 line
178431	S  1      998.273A		# level 2 line
178436	S  1      1214.23A		# level 2 line
178441	S  1      1170.55A		# level 2 line
178446	S  1      1174.59A		# level 2 line
178451	S  1      1180.27A		# level 2 line
178456	S  1      1195.34A		# level 2 line
178461	S  1      1031.61A		# level 2 line
178466	S  1      1184.18A		# level 2 line
178471	S  1      1418.10A		# level 2 line
178476	S  1      1188.63A		# level 2 line
178481	S  1      1177.03A		# level 2 line
178486	S  1      1172.16A		# level 2 line
178491	S  1      1201.65A		# level 2 line
178496	S  2      750.323A		# level 2 line
178501	S  2      632.711A		# level 2 line
178506	S  2      888.439A		# level 2 line
178511	S  2      587.599A		# level 2 line
178516	S  2      566.130A		# level 2 line
178521	S  2      654.712A		# level 2 line
178526	S  2      554.149A		# level 2 line
178531	S  2      546.771A		# level 2 line
178536	S  2      595.072A		# level 2 line
178541	S  2      541.891A		# level 2 line
178546	S  2      538.491A		# level 2 line
178551	S  2      569.521A		# level 2 line
178556	S  2      555.969A		# level 2 line
178561	S  2      547.861A		# level 2 line
178566	S  2      542.591A		# level 2 line
178571	S  2      538.970A		# level 2 line
178576	S  3      667.049A		# level 2 line
178581	S  3      691.219A		# level 2 line
178586	S  3      704.220A		# level 2 line
178591	S  3      671.510A		# level 2 line
178596	S  3      482.139A		# level 2 line
178601	S  3      1007.34A		# level 2 line
178606	S  3      474.260A		# level 2 line
178611	S  3      480.121A		# level 2 line
178616	S  3      420.730A		# level 2 line
178621	S  3      424.450A		# level 2 line
178626	S  3      397.060A		# level 2 line
178631	S  3      384.790A		# level 2 line
178636	S  3      397.820A		# level 2 line
178641	S  3      423.230A		# level 2 line
178646	S  3      377.220A		# level 2 line
178651	S  3      398.340A		# level 2 line
178656	S  3      372.270A		# level 2 line
178661	S  3      368.700A		# level 2 line
178666	S  3      385.689A		# level 2 line
178671	S  3      347.100A		# level 2 line
178676	S  3      323.090A		# level 2 line
178681	S  3      375.880A		# level 2 line
178686	S  3      385.460A		# level 2 line
178691	S  3      377.830A		# level 2 line
178696	S  3      310.240A		# level 2 line
178701	S  3      401.419A		# level 2 line
178706	S  3      299.020A		# level 2 line
178711	S  3      303.620A		# level 2 line
178716	S  3      372.680A		# level 2 line
178721	S  3      368.951A		# level 2 line
178726	S  3      377.691A		# level 2 line
178731	S  3      296.480A		# level 2 line
178736	S  3      372.600A		# level 2 line
178741	S  3      318.710A		# level 2 line
178746	S  3      369.130A		# level 2 line
178751	S  3      418.790A		# level 2 line
178756	S  3      299.910A		# level 2 line
178761	S  3      369.611A		# level 2 line
178766	S  3      406.741A		# level 2 line
178771	S  4      655.072A		# level 2 line
178776	S  4      737.300A		# level 2 line
178781	S  4      798.831A		# level 2 line
178786	S  4      549.140A		# level 2 line
178791	S  4      1086.27A		# level 2 line
178796	S  4      330.110A		# level 2 line
178801	S  4      370.000A		# level 2 line
178806	S  4      341.260A		# level 2 line
178811	S  4      295.300A		# level 2 line
178816	S  4      321.910A		# level 2 line
178821	S  4      274.000A		# level 2 line
178826	S  4      306.380A		# level 2 line
178831	S  4      301.570A		# level 2 line
178836	S  4      293.560A		# level 2 line
178841	S  4      238.330A		# level 2 line
178846	S  4      291.080A		# level 2 line
178851	S  4      255.380A		# level 2 line
178856	S  4      332.160A		# level 2 line
178861	S  4      232.120A		# level 2 line
178866	S  4      225.030A		# level 2 line
178871	S  4      248.780A		# level 2 line
178876	S  4      242.980A		# level 2 line
178881	S  4      283.230A		# level 2 line
178886	S  4      228.140A		# level 2 line
178891	S  4      279.740A		# level 2 line
178896	S  4      276.330A		# level 2 line
178901	S  4      284.670A		# level 2 line
178906	S  4      278.830A		# level 2 line
178911	S  4      280.110A		# level 2 line
178916	S  4      291.370A		# level 2 line
178921	S  4      225.480A		# level 2 line
178926	S  4      278.630A		# level 2 line
178931	S  4      289.430A		# level 2 line
178936	S  4      282.050A		# level 2 line
178941	S  4      230.330A		# level 2 line
178946	S  4      392.870A		# level 2 line
178951	S  4      323.421A		# level 2 line
178956	S  4      297.420A		# level 2 line
178961	S  4      311.930A		# level 2 line
178966	S  5      285.830A		# level 2 line
178971	S  5      222.770A		# level 2 line
178976	S  5      202.700A		# level 2 line
178981	S  5      192.300A		# level 2 line
178986	S  5      235.180A		# level 2 line
178991	S  5      186.750A		# level 2 line
178996	S  5      182.580A		# level 2 line
179001	S  5      180.110A		# level 2 line
179006	S  5      261.970A		# level 2 line
179011	S  5      195.590A		# level 2 line
179016	S  5      185.310A		# level 2 line
179021	S  6      250.900A		# level 2 line
179026	S  6      192.840A		# level 2 line
179031	S  6      172.480A		# level 2 line
179036	S  6      162.550A		# level 2 line
179041	S  6      156.850A		# level 2 line
179046	S  6      153.240A		# level 2 line
179051	S  6      150.800A		# level 2 line
179056	S  7      59.8301A		# level 2 line
179061	S  7      51.6601A		# level 2 line
179066	S  7      71.4898A		# level 2 line
179071	S  7      48.5701A		# level 2 line
179076	S  7      47.0599A		# level 2 line
179081	S  7      49.7899A		# level 2 line
179086	S  7      46.1900A		# level 2 line
179091	S  7      49.7500A		# level 2 line
179096	S  7      45.6400A		# level 2 line
179101	S  7      54.5301A		# level 2 line
179106	S  7      45.2800A		# level 2 line
179111	S  7      45.0199A		# level 2 line
179116	S  7      47.6799A		# level 2 line
179121	S  7      46.5599A		# level 2 line
179126	S  7      45.8800A		# level 2 line
179131	S  7      45.4401A		# level 2 line
179136	S  7      45.1300A		# level 2 line
179141	S  8      52.8701A		# level 2 line
179146	S  8      52.9101A		# level 2 line
179151	S  8      54.3301A		# level 2 line
179156	S  8      45.4500A		# level 2 line
179161	S  8      53.1101A		# level 2 line
179166	S  8      51.3500A		# level 2 line
179171	S  8      63.2199A		# level 2 line
179176	S  8      42.3300A		# level 2 line
179181	S  8      44.5000A		# level 2 line
179186	S  8      44.4899A		# level 2 line
179191	S  8      46.7900A		# level 2 line
179196	S  8      203.120A		# level 2 line
179201	S  8      61.5900A		# level 2 line
179206	S  8      54.3800A		# level 2 line
179211	S  8      46.6601A		# level 2 line
179216	S  8      40.8200A		# level 2 line
179221	S  8      46.5099A		# level 2 line
179226	S  8      45.5000A		# level 2 line
179231	S  8      39.9399A		# level 2 line
179236	S  8      41.4499A		# level 2 line
179241	S  8      44.4899A		# level 2 line
179246	S  8      42.3499A		# level 2 line
179251	S  8      43.5500A		# level 2 line
179256	S  8      47.6599A		# level 2 line
179261	S  8      39.9399A		# level 2 line
179266	S  8      46.0299A		# level 2 line
179271	S  8      41.4400A		# level 2 line
179276	S  8      39.4201A		# level 2 line
179281	S  8      40.8200A		# level 2 line
179286	S  8      43.2900A		# level 2 line
179291	S  8      39.0601A		# level 2 line
179296	S  8      41.4499A		# level 2 line
179301	S  8      38.8000A		# level 2 line
179306	S  8      59.2200A		# level 2 line
179311	S  8      40.4000A		# level 2 line
179316	S  8      43.2201A		# level 2 line
179321	S  8      39.9699A		# level 2 line
179326	S  8      38.9699A		# level 2 line
179331	S  8      39.0601A		# level 2 line
179336	S  8      39.1301A		# level 2 line
179341	S  8      39.4201A		# level 2 line
179346	S  8      39.1301A		# level 2 line
179351	S  8      39.1301A		# level 2 line
179356	S  8      40.3801A		# level 2 line
179361	S  8      45.1900A		# level 2 line
179366	S  8      38.6100A		# level 2 line
179371	S  8      38.5201A		# level 2 line
179376	S  8      38.8099A		# level 2 line
179381	S  8      43.3700A		# level 2 line
179386	S  8      41.2800A		# level 2 line
179391	S  8      40.2300A		# level 2 line
179396	S  8      38.2500A		# level 2 line
179401	S  8      38.0100A		# level 2 line
179406	S  8      39.1800A		# level 2 line
179411	S  8      39.5900A		# level 2 line
179416	S  8      38.8899A		# level 2 line
179421	S  8      39.9901A		# level 2 line
179426	S  8      39.9800A		# level 2 line
179431	S  8      39.3800A		# level 2 line
179436	S  8      38.4000A		# level 2 line
179441	S  8      43.2799A		# level 2 line
179446	S  8      39.3699A		# level 2 line
179451	S  8      41.1401A		# level 2 line
179456	S  8      42.2601A		# level 2 line
179461	S  9      47.5500A		# level 2 line
179466	S  9      47.3301A		# level 2 line
179471	S  9      46.4900A		# level 2 line
179476	S  9      49.2400A		# level 2 line
179481	S  9      47.1400A		# level 2 line
179486	S  9      40.2599A		# level 2 line
179491	S  9      228.790A		# level 2 line
179496	S  9      43.8600A		# level 2 line
179501	S  9      38.9900A		# level 2 line
179506	S  9      38.3700A		# level 2 line
179511	S  9      39.0801A		# level 2 line
179516	S  9      37.1700A		# level 2 line
179521	S  9      35.5300A		# level 2 line
179526	S  9      43.5400A		# level 2 line
179531	S  9      54.1099A		# level 2 line
179536	S  9      46.6999A		# level 2 line
179541	S  9      39.6000A		# level 2 line
179546	S  9      55.9801A		# level 2 line
179551	S  9      35.7000A		# level 2 line
179556	S  9      52.8000A		# level 2 line
179561	S  9      38.9300A		# level 2 line
179566	S  9      43.7201A		# level 2 line
179571	S  9      36.0700A		# level 2 line
179576	S  9      40.5500A		# level 2 line
179581	S  9      38.4301A		# level 2 line
179586	S  9      36.1200A		# level 2 line
179591	S  9      35.3299A		# level 2 line
179596	S  9      34.6800A		# level 2 line
179601	S  9      34.1600A		# level 2 line
179606	S  9      36.0700A		# level 2 line
179611	S  9      34.7001A		# level 2 line
179616	S  9      34.8701A		# level 2 line
179621	S  9      40.1500A		# level 2 line
179626	S  9      39.8200A		# level 2 line
179631	S  9      39.3300A		# level 2 line
179636	S  9      36.1400A		# level 2 line
179641	S  9      35.5500A		# level 2 line
179646	S  9      34.3400A		# level 2 line
179651	S  9      33.8900A		# level 2 line
179656	S  9      33.4000A		# level 2 line
179661	S  9      41.2099A		# level 2 line
179666	S  9      34.6700A		# level 2 line
179671	S  9      35.5000A		# level 2 line
179676	S  9      34.0000A		# level 2 line
179681	S  9      35.5199A		# level 2 line
179686	S  9      33.9100A		# level 2 line
179691	S  9      33.7500A		# level 2 line
179696	S  9      34.1700A		# level 2 line
179701	S  9      33.8800A		# level 2 line
179706	S  9      41.8499A		# level 2 line
179711	S  9      32.8400A		# level 2 line
179716	S  9      39.6200A		# level 2 line
179721	S  9      33.0700A		# level 2 line
179726	S  9      37.8399A		# level 2 line
179731	S  9      33.0801A		# level 2 line
179736	S  9      36.7300A		# level 2 line
179741	S  9      35.0200A		# level 2 line
179746	S  9      32.9200A		# level 2 line
179751	S  9      33.8699A		# level 2 line
179756	S  9      35.9600A		# level 2 line
179761	S  9      41.4300A		# level 2 line
179766	S  9      33.4900A		# level 2 line
179771	S  9      32.9000A		# level 2 line
179776	S  9      33.5700A		# level 2 line
179781	S  9      33.3900A		# level 2 line
179786	S  9      33.8600A		# level 2 line
179791	S  9      34.4700A		# level 2 line
179796	S  9      35.0600A		# level 2 line
179801	S  9      34.0900A		# level 2 line
179806	S  9      36.0401A		# level 2 line
179811	S  9      34.0800A		# level 2 line
179816	S  9      34.4700A		# level 2 line
179821	S  9      33.8200A		# level 2 line
179826	S  9      34.7201A		# level 2 line
179831	S  9      33.0200A		# level 2 line
179836	S 10      42.4800A		# level 2 line
179841	S 10      34.3200A		# level 2 line
179846	S 10      41.5901A		# level 2 line
179851	S 10      265.920A		# level 2 line
179856	S 10      31.5500A		# level 2 line
179861	S 10      47.6000A		# level 2 line
179866	S 10      36.4900A		# level 2 line
179871	S 10      32.9900A		# level 2 line
179876	S 10      30.2300A		# level 2 line
179881	S 10      30.2400A		# level 2 line
179886	S 10      29.4900A		# level 2 line
179891	S 10      29.0300A		# level 2 line
179896	S 10      29.3800A		# level 2 line
179901	S 10      28.7300A		# level 2 line
179906	S 10      28.9700A		# level 2 line
179911	S 10      37.9200A		# level 2 line
179916	S 10      31.6800A		# level 2 line
179921	S 10      28.5100A		# level 2 line
179926	S 10      35.4501A		# level 2 line
179931	S 10      32.0300A		# level 2 line
179936	S 10      29.6300A		# level 2 line
179941	S 10      30.4600A		# level 2 line
179946	S 10      38.5501A		# level 2 line
179951	S 10      30.4500A		# level 2 line
179956	S 10      28.7900A		# level 2 line
179961	S 10      28.5600A		# level 2 line
179966	S 10      29.1200A		# level 2 line
179971	S 10      34.1100A		# level 2 line
179976	S 10      30.9600A		# level 2 line
179981	S 10      30.7800A		# level 2 line
179986	S 11      39.3899A		# level 2 line
179991	S 11      39.3000A		# level 2 line
179996	S 11      31.1700A		# level 2 line
180001	S 11      37.9900A		# level 2 line
180006	S 11      37.7300A		# level 2 line
180011	S 11      192.640A		# level 2 line
180016	S 11      28.5400A		# level 2 line
180021	S 11      251.430A		# level 2 line
180026	S 11      31.1600A		# level 2 line
180031	S 11      43.1499A		# level 2 line
180036	S 11      297.720A		# level 2 line
180041	S 11      29.7600A		# level 2 line
180046	S 11      38.6900A		# level 2 line
180051	S 11      34.8400A		# level 2 line
180056	S 11      29.7000A		# level 2 line
180061	S 11      34.6899A		# level 2 line
180066	S 11      28.5400A		# level 2 line
180071	S 11      27.0900A		# level 2 line
180076	S 11      27.1600A		# level 2 line
180081	S 11      36.0900A		# level 2 line
180086	S 11      27.6300A		# level 2 line
180091	S 11      26.4100A		# level 2 line
180096	S 11      34.9400A		# level 2 line
180101	S 11      34.6300A		# level 2 line
180106	S 11      27.6100A		# level 2 line
180111	S 11      27.0600A		# level 2 line
180116	S 11      29.9000A		# level 2 line
180121	S 11      25.9500A		# level 2 line
180126	S 11      25.8800A		# level 2 line
180131	S 11      31.9700A		# level 2 line
180136	S 11      27.1600A		# level 2 line
180141	S 11      25.6500A		# level 2 line
180146	S 11      25.8700A		# level 2 line
180151	S 11      25.4500A		# level 2 line
180156	S 11      31.0700A		# level 2 line
180161	S 11      26.4100A		# level 2 line
180166	S 11      35.8600A		# level 2 line
180171	S 11      28.7200A		# level 2 line
180176	S 11      27.1700A		# level 2 line
180181	S 11      27.5600A		# level 2 line
180186	S 11      27.1400A		# level 2 line
180191	S 11      28.5600A		# level 2 line
180196	S 11      25.9500A		# level 2 line
180201	S 11      31.8400A		# level 2 line
180206	S 11      25.2200A		# level 2 line
180211	S 11      33.5900A		# level 2 line
180216	S 11      25.6500A		# level 2 line
180221	S 11      25.9100A		# level 2 line
180226	S 11      25.4500A		# level 2 line
180231	S 11      30.2700A		# level 2 line
180236	S 11      30.3800A		# level 2 line
180241	S 11      25.8700A		# level 2 line
180246	S 11      30.9400A		# level 2 line
180251	S 11      25.7800A		# level 2 line
180256	S 11      26.3000A		# level 2 line
180261	S 11      26.4800A		# level 2 line
180266	S 11      30.8100A		# level 2 line
180271	S 11      33.1800A		# level 2 line
180276	S 11      24.8200A		# level 2 line
180281	S 11      25.7300A		# level 2 line
180286	S 11      26.3400A		# level 2 line
180291	S 11      25.7900A		# level 2 line
180296	S 11      25.7200A		# level 2 line
180301	S 11      25.4800A		# level 2 line
180306	S 11      25.6900A		# level 2 line
180311	S 11      27.2500A		# level 2 line
180316	S 11      26.0600A		# level 2 line
180321	S 11      24.3400A		# level 2 line
180326	S 11      32.2700A		# level 2 line
180331	S 11      27.7800A		# level 2 line
180336	S 11      26.0000A		# level 2 line
180341	S 11      26.8200A		# level 2 line
180346	S 11      24.5600A		# level 2 line
180351	S 11      24.5200A		# level 2 line
180356	S 11      25.8100A		# level 2 line
180361	S 11      28.0500A		# level 2 line
180366	S 11      28.0100A		# level 2 line
180371	S 11      28.4900A		# level 2 line
180376	S 11      25.8600A		# level 2 line
180381	S 11      26.9100A		# level 2 line
180386	S 11      29.2800A		# level 2 line
180391	S 11      25.2500A		# level 2 line
180396	S 11      26.0700A		# level 2 line
180401	S 12      36.6101A		# level 2 line
180406	S 12      34.7700A		# level 2 line
180411	S 12      222.210A		# level 2 line
180416	S 12      35.3900A		# level 2 line
180421	S 12      28.3500A		# level 2 line
180426	S 12      26.9900A		# level 2 line
180431	S 12      305.050A		# level 2 line
180436	S 12      34.4100A		# level 2 line
180441	S 12      33.0500A		# level 2 line
180446	S 12      25.6900A		# level 2 line
180451	S 12      27.1000A		# level 2 line
180456	S 12      235.970A		# level 2 line
180461	S 12      24.4600A		# level 2 line
180466	S 12      39.2801A		# level 2 line
180471	S 12      24.5000A		# level 2 line
180476	S 12      25.8100A		# level 2 line
180481	S 12      33.0400A		# level 2 line
180486	S 12      24.5400A		# level 2 line
180491	S 12      23.7700A		# level 2 line
180496	S 12      25.7900A		# level 2 line
180501	S 12      26.9000A		# level 2 line
180506	S 12      23.3600A		# level 2 line
180511	S 12      23.3800A		# level 2 line
180516	S 12      31.9700A		# level 2 line
180521	S 12      24.6400A		# level 2 line
180526	S 12      30.0900A		# level 2 line
180531	S 12      30.2900A		# level 2 line
180536	S 12      23.4900A		# level 2 line
180541	S 12      32.8000A		# level 2 line
180546	S 12      23.3500A		# level 2 line
180551	S 12      23.3400A		# level 2 line
180556	S 12      23.0600A		# level 2 line
180561	S 12      24.4800A		# level 2 line
180566	S 12      22.7300A		# level 2 line
180571	S 12      29.9000A		# level 2 line
180576	S 12      25.9700A		# level 2 line
180581	S 12      22.8600A		# level 2 line
180586	S 12      28.9300A		# level 2 line
180591	S 12      22.3300A		# level 2 line
180596	S 12      23.4900A		# level 2 line
180601	S 12      22.4300A		# level 2 line
180606	S 12      29.0200A		# level 2 line
180611	S 12      31.7400A		# level 2 line
180616	S 12      30.8400A		# level 2 line
180621	S 12      23.4800A		# level 2 line
180626	S 12      22.0700A		# level 2 line
180631	S 12      23.3400A		# level 2 line
180636	S 12      24.7600A		# level 2 line
180641	S 12      25.7200A		# level 2 line
180646	S 12      21.8800A		# level 2 line
180651	S 12      23.6400A		# level 2 line
180656	S 12      24.3400A		# level 2 line
180661	S 12      29.7800A		# level 2 line
180666	S 12      24.8100A		# level 2 line
180671	S 12      23.8400A		# level 2 line
180676	S 12      24.3300A		# level 2 line
180681	S 12      30.4900A		# level 2 line
180686	S 12      24.3800A		# level 2 line
180691	S 12      24.3800A		# level 2 line
180696	S 12      24.5800A		# level 2 line
180701	S 12      22.8600A		# level 2 line
180706	S 12      22.7100A		# level 2 line
180711	S 12      23.0900A		# level 2 line
180716	S 12      22.8800A		# level 2 line
180721	S 12      25.1100A		# level 2 line
180726	S 12      26.6800A		# level 2 line
180731	S 12      23.2900A		# level 2 line
180736	S 12      22.3800A		# level 2 line
180741	S 12      23.9900A		# level 2 line
180746	S 12      23.3800A		# level 2 line
180751	S 12      25.4500A		# level 2 line
180756	S 13      32.4200A		# level 2 line
180761	S 13      262.660A		# level 2 line
180766	S 13      24.7100A		# level 2 line
180771	S 13      22.3100A		# level 2 line
180776	S 13      21.2100A		# level 2 line
180781	S 13      29.1300A		# level 2 line
180786	S 13      30.4700A		# level 2 line
180791	S 13      20.6000A		# level 2 line
180796	S 13      20.2200A		# level 2 line
180801	S 13      23.1900A		# level 2 line
180806	S 13      19.9700A		# level 2 line
180811	S 13      19.8000A		# level 2 line
180816	S 13      21.3300A		# level 2 line
180821	S 13      20.2900A		# level 2 line
180826	S 13      21.1600A		# level 2 line
180831	S 13      20.2100A		# level 2 line
180836	S 13      23.5400A		# level 2 line
180841	S 14      23.1300A		# level 2 line
180846	S 14      20.7800A		# level 2 line
180851	S 14      19.6900A		# level 2 line
180856	S 14      19.0900A		# level 2 line
180861	S 14      18.7200A		# level 2 line
180866	S 14      18.4800A		# level 2 line
180871	S 14      18.3100A		# level 2 line
180876	Ar 1      1095.69A		# level 2 line
180881	Ar 1      922.509A		# level 2 line
180886	Ar 1      918.493A		# level 2 line
180891	Ar 1      875.189A		# level 2 line
180896	Ar 1      876.501A		# level 2 line
180901	Ar 1      856.531A		# level 2 line
180906	Ar 1      857.133A		# level 2 line
180911	Ar 1      846.740A		# level 2 line
180916	Ar 1      847.070A		# level 2 line
180921	Ar 1      840.951A		# level 2 line
180926	Ar 1      837.240A		# level 2 line
180931	Ar 1      841.149A		# level 2 line
180936	Ar 1      834.711A		# level 2 line
180941	Ar 1      837.367A		# level 2 line
180946	Ar 1      832.917A		# level 2 line
180951	Ar 1      834.801A		# level 2 line
180956	Ar 1      832.979A		# level 2 line
180961	Ar 2      548.610A		# level 2 line
180966	Ar 2      497.599A		# level 2 line
180971	Ar 2      541.829A		# level 2 line
180976	Ar 2      677.401A		# level 2 line
180981	Ar 2      473.830A		# level 2 line
180986	Ar 2      506.101A		# level 2 line
180991	Ar 2      519.340A		# level 2 line
180996	Ar 2      463.379A		# level 2 line
181001	Ar 2      473.019A		# level 2 line
181006	Ar 2      470.020A		# level 2 line
181011	Ar 2      633.858A		# level 2 line
181016	Ar 2      616.899A		# level 2 line
181021	Ar 2      567.402A		# level 2 line
181026	Ar 2      464.080A		# level 2 line
181031	Ar 2      527.880A		# level 2 line
181036	Ar 2      451.040A		# level 2 line
181041	Ar 2      447.720A		# level 2 line
181046	Ar 2      486.919A		# level 2 line
181051	Ar 2      448.491A		# level 2 line
181056	Ar 2      450.710A		# level 2 line
181061	Ar 2      448.310A		# level 2 line
181066	Ar 2      436.849A		# level 2 line
181071	Ar 2      457.739A		# level 2 line
181076	Ar 2      446.431A		# level 2 line
181081	Ar 2      899.111A		# level 2 line
181086	Ar 2      446.540A		# level 2 line
181091	Ar 2      430.291A		# level 2 line
181096	Ar 2      457.149A		# level 2 line
181101	Ar 2      453.871A		# level 2 line
181106	Ar 2      453.819A		# level 2 line
181111	Ar 2      426.130A		# level 2 line
181116	Ar 2      452.069A		# level 2 line
181121	Ar 2      494.939A		# level 2 line
181126	Ar 2      468.931A		# level 2 line
181131	Ar 2      423.331A		# level 2 line
181136	Ar 2      457.970A		# level 2 line
181141	Ar 2      459.411A		# level 2 line
181146	Ar 2      421.381A		# level 2 line
181151	Ar 2      485.559A		# level 2 line
